tract,state_abbr,lon,lat,count_prop,days_above_100_today,days_above_100_30yrs,change_days_above_100,change_perc_above_100
031020801,il,-87.69441,41.98681,1082,6,12,6,100
031020802,il,-87.69463,41.99406,945,6,12,6,100
031020901,il,-87.68608,41.99423,471,6,12,6,100
031020902,il,-87.67868,41.99426,267,7,13,6,85.7
031030101,il,-87.65467,41.99127,87,7,13,6,85.7
031030102,il,-87.65513,41.9934,87,7,13,6,85.7
031030103,il,-87.6547,41.99538,43,7,13,6,85.7
031030104,il,-87.65564,41.99728,77,7,13,6,85.7
031030200,il,-87.66523,41.99444,1022,7,13,6,85.7
031030300,il,-87.67253,41.99439,521,7,13,6,85.7
031030400,il,-87.67208,41.98695,494,7,13,6,85.7
031030500,il,-87.66494,41.98723,898,7,13,6,85.7
031030601,il,-87.65494,41.98891,100,7,13,6,85.7
031030603,il,-87.6584,41.98548,87,7,13,6,85.7
031030604,il,-87.65277,41.98594,44,7,13,6,85.7
031030701,il,-87.65797,41.98275,49,7,13,6,85.7
031030702,il,-87.65453,41.98081,3,7,13,6,85.7
031030703,il,-87.65787,41.97887,185,7,13,6,85.7
031030706,il,-87.65154,41.98022,47,7,13,6,85.7
031030800,il,-87.66419,41.97991,854,7,13,6,85.7
031030900,il,-87.67145,41.9798,623,7,13,6,85.7
031031000,il,-87.67111,41.97244,620,7,13,6,85.7
031031100,il,-87.66387,41.97267,528,7,13,6,85.7
031031200,il,-87.65734,41.97271,306,7,13,6,85.7
031031300,il,-87.64679,41.97291,243,7,13,6,85.7
031031400,il,-87.64052,41.96257,149,7,13,6,85.7
031031501,il,-87.65243,41.96729,151,7,13,6,85.7
031031502,il,-87.65237,41.96363,143,7,13,6,85.7
031031700,il,-87.6632,41.96545,445,7,13,6,85.7
031031800,il,-87.67062,41.96701,231,7,13,6,85.7
031031900,il,-87.67018,41.96337,294,7,13,6,85.7
031032100,il,-87.65302,41.95815,376,7,13,6,85.7
031040100,il,-87.68199,41.98333,800,7,13,6,85.7
031040201,il,-87.694,41.97258,1063,7,13,6,85.7
031040202,il,-87.6941,41.97985,806,7,13,6,85.7
031040300,il,-87.70197,41.9768,723,7,13,6,85.7
031040401,il,-87.68608,41.97207,690,7,13,6,85.7
031040402,il,-87.67882,41.97255,499,7,13,6,85.7
031040600,il,-87.68402,41.96683,499,7,13,6,85.7
031040700,il,-87.69408,41.96681,522,7,13,6,85.7
031040800,il,-87.69229,41.96316,286,7,13,6,85.7
031040900,il,-87.68385,41.96318,358,7,13,6,85.7
031050100,il,-87.67637,41.95785,481,7,13,6,85.7
031050200,il,-87.68372,41.95774,1164,7,13,6,85.7
031050300,il,-87.69152,41.95768,684,7,13,6,85.7
031050500,il,-87.68351,41.95045,1121,7,13,6,85.7
031050600,il,-87.67618,41.95055,465,7,13,6,85.7
031050700,il,-87.67606,41.94507,308,7,13,6,85.7
031050800,il,-87.68093,41.94501,334,7,13,6,85.7
031050900,il,-87.68578,41.94495,310,7,13,6,85.7
031051000,il,-87.68573,41.9413,324,7,13,6,85.7
031051100,il,-87.68083,41.94137,335,7,13,6,85.7
031051200,il,-87.67595,41.94142,328,7,13,6,85.7
031051300,il,-87.67584,41.936,682,7,14,7,100
031051400,il,-87.68099,41.93575,420,7,14,7,100
031060100,il,-87.66661,41.95753,492,7,13,6,85.7
031060200,il,-87.67152,41.9579,350,7,13,6,85.7
031060300,il,-87.67133,41.9506,655,7,13,6,85.7
031060400,il,-87.66654,41.95067,549,7,13,6,85.7
031060500,il,-87.6605,41.95272,187,7,13,6,85.7
031060800,il,-87.64376,41.95385,78,7,13,6,85.7
031060900,il,-87.64047,41.95069,140,7,13,6,85.7
031061000,il,-87.65197,41.94922,201,7,13,6,85.7
031061100,il,-87.6568,41.94914,228,7,13,6,85.7
031061200,il,-87.66164,41.94906,311,7,13,6,85.7
031061500,il,-87.66154,41.94528,278,7,13,6,85.7
031061800,il,-87.64711,41.94649,66,7,13,6,85.7
031061901,il,-87.64347,41.94323,150,7,13,6,85.7
031061902,il,-87.63571,41.94493,55,7,14,7,100
031062000,il,-87.64708,41.94258,273,7,13,6,85.7
031062100,il,-87.65177,41.94269,392,7,13,6,85.7
031062200,il,-87.65664,41.94258,424,7,13,6,85.7
031062300,il,-87.66144,41.94163,345,7,13,6,85.7
031062400,il,-87.66629,41.94156,281,7,13,6,85.7
031062500,il,-87.67111,41.94149,263,7,13,6,85.7
031062600,il,-87.67098,41.93598,522,7,14,7,100
031062700,il,-87.66611,41.93609,600,7,14,7,100
031062800,il,-87.66126,41.93616,669,7,14,7,100
031062900,il,-87.65641,41.93624,622,7,14,7,100
031063000,il,-87.65156,41.93631,373,7,14,7,100
031063100,il,-87.64678,41.93823,204,7,14,7,100
031063200,il,-87.63464,41.93917,197,7,14,7,100
031063301,il,-87.64302,41.93454,69,7,14,7,100
031063302,il,-87.63985,41.93476,114,8,15,7,87.5
031063303,il,-87.63466,41.93473,15,8,15,7,87.5
031063400,il,-87.64673,41.93466,235,7,14,7,100
031070101,il,-87.63256,41.93046,136,8,15,7,87.5
031070102,il,-87.6422,41.93058,111,7,14,7,100
031070103,il,-87.64261,41.92681,89,7,14,7,100
031070200,il,-87.64629,41.92908,557,7,14,7,100
031070300,il,-87.65131,41.92905,575,7,14,7,100
031070400,il,-87.65616,41.92897,546,7,14,7,100
031070500,il,-87.66089,41.92895,562,7,14,7,100
031070600,il,-87.66568,41.92876,701,7,14,7,100
031070700,il,-87.6738,41.92926,666,7,14,7,100
031071000,il,-87.65591,41.9217,500,7,14,7,100
031071100,il,-87.65106,41.92178,606,7,14,7,100
031071200,il,-87.64621,41.92185,366,7,14,7,100
031071300,il,-87.64146,41.92178,585,7,14,7,100
031071400,il,-87.62941,41.92215,212,8,15,7,87.5
031071500,il,-87.62676,41.91491,549,8,15,7,87.5
031071600,il,-87.64118,41.91647,349,7,14,7,100
031071700,il,-87.64107,41.91287,285,7,14,7,100
031071800,il,-87.64597,41.91459,572,7,14,7,100
031080100,il,-87.62679,41.90755,205,8,15,7,87.5
031080201,il,-87.63101,41.9095,111,8,15,7,87.5
031080202,il,-87.6309,41.90586,230,8,15,7,87.5
031080300,il,-87.6358,41.90749,680,8,15,7,87.5
031080400,il,-87.6409,41.90741,519,7,14,7,100
031081000,il,-87.63211,41.90027,242,8,15,7,87.5
031081100,il,-87.6291,41.90022,136,8,15,7,87.5
031081201,il,-87.62621,41.89915,255,8,15,7,87.5
031081202,il,-87.6218,41.90614,167,8,15,7,87.5
031081300,il,-87.62075,41.89834,68,8,15,7,87.5
031081401,il,-87.61972,41.89503,150,8,15,7,87.5
031081402,il,-87.60893,41.89298,34,8,15,7,87.5
031081403,il,-87.60985,41.89214,228,8,15,7,87.5
031081500,il,-87.62623,41.89256,193,8,15,7,87.5
031081600,il,-87.62887,41.89211,149,8,15,7,87.5
031081700,il,-87.63187,41.89207,444,8,15,7,87.5
031081800,il,-87.6378,41.89327,535,8,15,7,87.5
031081900,il,-87.64149,41.89799,92,7,15,8,114.3
031090100,il,-87.81359,42.01526,1420,7,14,7,100
031090200,il,-87.8131,42.00559,1991,7,13,6,85.7
031090300,il,-87.81636,41.99911,572,7,14,7,100
031100100,il,-87.78301,41.98958,1826,7,13,6,85.7
031100200,il,-87.79426,41.99577,2100,7,13,6,85.7
031100300,il,-87.80426,41.98873,1917,7,13,6,85.7
031100400,il,-87.81804,41.98897,1249,7,14,7,100
031100500,il,-87.81973,41.97805,2188,7,14,7,100
031100600,il,-87.7974,41.9792,1971,7,13,6,85.7
031100700,il,-87.79763,41.97212,1854,7,13,6,85.7
031110100,il,-87.76967,41.98748,1829,7,13,6,85.7
031110200,il,-87.77344,41.98007,892,7,13,6,85.7
031110300,il,-87.78323,41.97529,1807,7,13,6,85.7
031110400,il,-87.77261,41.97295,1261,7,13,6,85.7
031110501,il,-87.76193,41.977,1393,7,13,6,85.7
031110502,il,-87.75985,41.97029,760,7,13,6,85.7
031120100,il,-87.77501,42.00198,1796,7,13,6,85.7
031120200,il,-87.75761,41.99453,1823,7,13,6,85.7
031120300,il,-87.74007,41.99111,2569,7,13,6,85.7
031120400,il,-87.75216,41.97724,1300,7,13,6,85.7
031130100,il,-87.72081,41.9911,1333,6,12,6,100
031130200,il,-87.73607,41.98085,468,7,13,6,85.7
031130300,il,-87.71339,41.98656,983,6,12,6,100
031140100,il,-87.70579,41.97108,305,7,13,6,85.7
031140200,il,-87.713,41.97069,476,7,13,6,85.7
031140301,il,-87.72317,41.96921,279,7,13,6,85.7
031140302,il,-87.72376,41.97249,535,7,13,6,85.7
031140400,il,-87.73894,41.97154,1727,7,13,6,85.7
031140500,il,-87.73183,41.96536,815,7,13,6,85.7
031140601,il,-87.72589,41.96465,483,7,13,6,85.7
031140602,il,-87.72102,41.96465,528,7,13,6,85.7
031140701,il,-87.71265,41.96704,280,7,13,6,85.7
031140702,il,-87.71358,41.96355,617,7,13,6,85.7
031140800,il,-87.70276,41.9645,1075,7,13,6,85.7
031150200,il,-87.75241,41.96067,1709,7,13,6,85.7
031150300,il,-87.76229,41.96052,1734,7,13,6,85.7
031150401,il,-87.77226,41.96457,1203,7,13,6,85.7
031150402,il,-87.77204,41.9568,1070,7,13,6,85.7
031150501,il,-87.78196,41.96448,1091,7,13,6,85.7
031150502,il,-87.78184,41.95678,1064,7,13,6,85.7
031150600,il,-87.77176,41.94947,1098,7,13,6,85.7
031150700,il,-87.76196,41.94959,1152,7,13,6,85.7
031150800,il,-87.75212,41.94971,1125,7,13,6,85.7
031151001,il,-87.75435,41.94238,511,7,14,7,100
031151002,il,-87.74716,41.94249,895,7,14,7,100
031151100,il,-87.76172,41.94229,1040,7,14,7,100
031151200,il,-87.7715,41.94217,1030,7,14,7,100
031160100,il,-87.7428,41.96463,566,7,13,6,85.7
031160200,il,-87.7384,41.95879,1136,7,13,6,85.7
031160300,il,-87.7309,41.95727,400,7,13,6,85.7
031160400,il,-87.72282,41.95737,1053,7,13,6,85.7
031160501,il,-87.71297,41.95921,610,7,13,6,85.7
031160502,il,-87.71309,41.95558,586,7,13,6,85.7
031160601,il,-87.70329,41.9594,520,7,13,6,85.7
031160602,il,-87.70017,41.95657,544,7,13,6,85.7
031160700,il,-87.70201,41.95041,1232,7,13,6,85.7
031160800,il,-87.71281,41.95021,1063,7,13,6,85.7
031160900,il,-87.72261,41.95008,730,7,13,6,85.7
031161000,il,-87.73068,41.94998,448,7,13,6,85.7
031161100,il,-87.73816,41.94988,635,7,13,6,85.7
031161200,il,-87.73857,41.94255,778,7,14,7,100
031161300,il,-87.731,41.9427,789,7,14,7,100
031170100,il,-87.79482,41.95586,98,7,13,6,85.7
031170200,il,-87.78152,41.94935,1076,7,13,6,85.7
031170300,il,-87.79683,41.94912,1550,7,13,6,85.7
031170400,il,-87.81271,41.94891,1308,7,14,7,100
031170500,il,-87.8289,41.95008,1692,7,14,7,100
031170600,il,-87.8307,41.94129,952,8,15,7,87.5
031170700,il,-87.82216,41.94149,988,8,15,7,87.5
031170800,il,-87.81237,41.94158,1150,8,15,7,87.5
031170900,il,-87.81161,41.9362,495,8,15,7,87.5
031171000,il,-87.79652,41.94181,2232,7,14,7,100
031171100,il,-87.78129,41.94205,1089,7,14,7,100
031180100,il,-87.79863,41.93449,1588,7,15,8,114.3
031190100,il,-87.74439,41.93522,392,7,14,7,100
031190200,il,-87.75165,41.93511,1092,7,14,7,100
031190300,il,-87.76146,41.93499,1168,7,14,7,100
031190401,il,-87.78095,41.93473,1047,7,15,8,114.3
031190402,il,-87.77123,41.93486,1125,7,14,7,100
031190601,il,-87.78046,41.92741,763,7,15,8,114.3
031190602,il,-87.77074,41.92756,1036,7,14,7,100
031190701,il,-87.76142,41.9298,470,7,14,7,100
031190702,il,-87.76104,41.92616,683,7,14,7,100
031190800,il,-87.75136,41.92782,1119,7,14,7,100
031190900,il,-87.7441,41.92792,423,7,14,7,100
031191000,il,-87.7438,41.91923,603,7,14,7,100
031191100,il,-87.75098,41.91963,1359,7,14,7,100
031191200,il,-87.76083,41.92014,578,7,14,7,100
031191301,il,-87.78027,41.92015,961,7,15,8,114.3
031191302,il,-87.77053,41.92023,996,7,14,7,100
031200100,il,-87.73762,41.93506,854,7,14,7,100
031200200,il,-87.73563,41.92785,861,7,14,7,100
031200300,il,-87.73413,41.92348,348,7,14,7,100
031200401,il,-87.73754,41.91983,629,7,14,7,100
031200402,il,-87.72968,41.91963,698,7,14,7,100
031210100,il,-87.70133,41.94287,991,7,13,6,85.7
031210400,il,-87.73031,41.93575,466,7,14,7,100
031210501,il,-87.72233,41.9374,501,7,14,7,100
031210502,il,-87.72205,41.93378,679,7,14,7,100
031210601,il,-87.71221,41.93764,551,7,14,7,100
031210602,il,-87.71257,41.93416,760,7,14,7,100
031210700,il,-87.70384,41.9357,794,7,14,7,100
031210800,il,-87.69893,41.93575,244,7,14,7,100
031210900,il,-87.69334,41.93544,783,7,14,7,100
031220300,il,-87.69509,41.92846,416,7,14,7,100
031220400,il,-87.69997,41.92843,575,7,14,7,100
031220500,il,-87.70499,41.92833,483,7,14,7,100
031220601,il,-87.71288,41.92583,309,7,14,7,100
031220602,il,-87.71209,41.9294,647,7,14,7,100
031220701,il,-87.72157,41.92616,489,7,14,7,100
031220702,il,-87.72423,41.92937,689,7,14,7,100
031220901,il,-87.72125,41.91918,469,7,14,7,100
031220902,il,-87.72184,41.92271,520,7,14,7,100
031221000,il,-87.71525,41.92096,424,7,14,7,100
031221100,il,-87.71036,41.92102,617,7,14,7,100
031221200,il,-87.70465,41.92108,428,7,14,7,100
031221300,il,-87.69975,41.92113,525,7,14,7,100
031221400,il,-87.69453,41.9208,696,7,14,7,100
031221500,il,-87.68995,41.92165,520,7,14,7,100
031221600,il,-87.6851,41.92125,744,7,14,7,100
031222200,il,-87.68383,41.91591,533,7,14,7,100
031222500,il,-87.69959,41.91568,281,7,14,7,100
031222600,il,-87.70448,41.91564,263,7,14,7,100
031222700,il,-87.71021,41.9155,327,7,14,7,100
031222800,il,-87.7151,41.91543,163,7,14,7,100
031222900,il,-87.72007,41.91556,265,7,14,7,100
031230100,il,-87.70437,41.91201,323,7,14,7,100
031230200,il,-87.71008,41.91187,377,7,14,7,100
031230300,il,-87.71499,41.91179,178,7,14,7,100
031230400,il,-87.72155,41.91182,549,7,14,7,100
031230500,il,-87.73394,41.91169,600,7,14,7,100
031230600,il,-87.734,41.90615,1140,7,14,7,100
031230700,il,-87.72154,41.90632,1194,7,14,7,100
031230800,il,-87.71495,41.90584,285,7,14,7,100
031230900,il,-87.71035,41.90669,879,7,14,7,100
031231100,il,-87.71507,41.89925,284,7,14,7,100
031231200,il,-87.72132,41.89906,1287,7,14,7,100
031231500,il,-87.71865,41.89174,1739,7,14,7,100
031240200,il,-87.67018,41.91244,292,7,14,7,100
031240300,il,-87.67507,41.91237,366,7,14,7,100
031240500,il,-87.68363,41.91197,399,7,14,7,100
031240600,il,-87.68971,41.91213,306,7,14,7,100
031240700,il,-87.6946,41.91209,315,7,14,7,100
031240800,il,-87.69949,41.91205,300,7,14,7,100
031240900,il,-87.70189,41.90472,303,7,14,7,100
031241000,il,-87.69453,41.90797,364,7,14,7,100
031241100,il,-87.68958,41.90664,701,7,14,7,100
031241200,il,-87.68469,41.90671,451,7,14,7,100
031241300,il,-87.68102,41.90677,275,7,14,7,100
031241400,il,-87.67531,41.90603,888,7,14,7,100
031241500,il,-87.67093,41.90837,635,7,14,7,100
031241600,il,-87.66533,41.90671,534,7,14,7,100
031242000,il,-87.66495,41.89974,596,7,14,7,100
031242100,il,-87.66984,41.89967,632,7,14,7,100
031242200,il,-87.67472,41.89959,652,7,14,7,100
031242300,il,-87.6796,41.89951,655,7,14,7,100
031242400,il,-87.68449,41.89942,438,7,14,7,100
031242500,il,-87.68932,41.89945,574,7,14,7,100
031242600,il,-87.6942,41.90056,963,7,14,7,100
031242700,il,-87.69937,41.89743,305,7,14,7,100
031242800,il,-87.69032,41.89263,518,7,14,7,100
031242900,il,-87.68429,41.8922,572,7,14,7,100
031243000,il,-87.6794,41.89228,669,7,14,7,100
031243100,il,-87.67451,41.89235,696,7,14,7,100
031243200,il,-87.66962,41.89243,633,7,14,7,100
031243300,il,-87.66474,41.89248,573,7,14,7,100
031243400,il,-87.65985,41.89257,600,7,14,7,100
031243500,il,-87.65252,41.89265,846,7,14,7,100
031250200,il,-87.75107,41.91235,700,7,14,7,100
031250300,il,-87.76085,41.91285,1003,7,14,7,100
031250400,il,-87.77541,41.9129,1291,7,14,7,100
031250500,il,-87.7968,41.91462,2380,7,15,8,114.3
031250600,il,-87.77063,41.90569,1052,7,14,7,100
031250700,il,-87.76081,41.90582,1116,7,14,7,100
031250800,il,-87.75147,41.90619,618,7,14,7,100
031251000,il,-87.74489,41.89869,400,7,14,7,100
031251100,il,-87.75201,41.89862,832,7,14,7,100
031251200,il,-87.7606,41.89855,1015,7,14,7,100
031251300,il,-87.77038,41.89843,1084,8,15,7,87.5
031251400,il,-87.77012,41.89096,712,8,15,7,87.5
031251500,il,-87.76035,41.8911,903,7,15,8,114.3
031251600,il,-87.7518,41.89141,966,7,15,8,114.3
031251700,il,-87.74448,41.89138,655,7,15,8,114.3
031251800,il,-87.74789,41.88414,1106,7,15,8,114.3
031251900,il,-87.76009,41.88381,792,7,15,8,114.3
031252000,il,-87.76988,41.88368,651,8,15,7,87.5
031252101,il,-87.76958,41.8755,251,8,15,7,87.5
031252102,il,-87.75983,41.8766,1091,7,15,8,114.3
031252201,il,-87.75211,41.8767,608,7,15,8,114.3
031252202,il,-87.74458,41.87676,946,7,15,8,114.3
031260100,il,-87.72333,41.88437,387,7,14,7,100
031260200,il,-87.72823,41.88432,444,7,15,8,114.3
