fips,count_property,pct_major,pct_severe,state,tract
06001444602,1432,0,0,06,001444602
06001450101,483,0,0,06,001450101
06001450102,1638,0,0,06,001450102
06001450200,561,0,0,06,001450200
06001450300,1588,0,0,06,001450300
06001450400,1944,0,0,06,001450400
06001450501,926,0,0,06,001450501
06001450502,1906,0,0,06,001450502
06001450601,1612,0,0,06,001450601
06001450603,1719,0,0,06,001450603
06001450604,1435,0,0,06,001450604
06001450605,1290,0,0,06,001450605
06001450606,1947,0,0,06,001450606
06001450607,1192,0,0,06,001450607
06001450608,1228,0,0,06,001450608
06001450609,1384,0,0,06,001450609
06001450701,3198,0,0,06,001450701
06001450741,1480,0,0,06,001450741
06001450742,1378,0,0,06,001450742
06001450743,1144,0,0,06,001450743
06001450744,1667,0,0,06,001450744
06001450745,2057,0,0,06,001450745
06001450746,1221,0,0,06,001450746
06001450750,682,0,0,06,001450750
06001450751,3219,0,0,06,001450751
06001450752,2841,0,0,06,001450752
06001451102,1422,0,0,06,001451102
06001451103,657,0,0,06,001451103
06001451104,3148,0,0,06,001451104
06001451201,2395,0,0,06,001451201
06001451202,1758,0,0,06,001451202
06001451300,2326,0,0,06,001451300
06001451401,1747,0,0,06,001451401
06001451403,747,0,0,06,001451403
06001451404,1783,0,0,06,001451404
06001451501,1561,0,0,06,001451501
06001451503,2031,0,0,06,001451503
06001451504,704,0,0,06,001451504
06001451505,1174,0,0,06,001451505
06001451506,647,0,0,06,001451506
06001451601,1828,0,0,06,001451601
06001451602,1880,0,0,06,001451602
06001451701,1120,0,0,06,001451701
06001451703,1323,0,0,06,001451703
06001451704,1439,0,0,06,001451704
06001981900,68,0,0,06,001981900
06001982000,123,0,0,06,001982000
06001982100,15,0,0,06,001982100
06001983200,159,0,0,06,001983200
06001990000,37,0,0,06,001990000
06003010000,2253,0,0,06,003010000
06005000101,3577,0,0,06,005000101
06005000102,2372,0,0,06,005000102
06005000201,2544,0,0,06,005000201
06005000202,1676,0,0,06,005000202
06005000301,1058,0,0,06,005000301
06005000303,2807,0,0,06,005000303
06005000304,2790,0,0,06,005000304
06005000401,2597,0,0,06,005000401
06005000402,2621,0,0,06,005000402
06005000500,1884,0,0,06,005000500
06007000102,1374,0,0,06,007000102
06007000103,2288,0,0,06,007000103
06007000104,1569,0,0,06,007000104
06007000201,1015,0,0,06,007000201
06007000202,709,0,0,06,007000202
06007000300,870,0,0,06,007000300
06007000401,968,0,0,06,007000401
06007000403,946,0,0,06,007000403
06007000404,1564,0,0,06,007000404
06007000501,1305,0,0,06,007000501
06007000502,631,0,0,06,007000502
06007000601,1290,0,0,06,007000601
06007000603,639,0,0,06,007000603
06007000604,488,0,0,06,007000604
06007000700,1884,0,0,06,007000700
06007000800,2086,0,0,06,007000800
06007000901,1067,0,0,06,007000901
06007000903,1575,0,0,06,007000903
06007000904,2066,0,0,06,007000904
06007001000,1647,0,0,06,007001000
06007001100,858,0,0,06,007001100
06007001200,1070,0,0,06,007001200
06007001300,1364,0,0,06,007001300
06007001400,3005,0,0,06,007001400
06007001500,2870,0,0,06,007001500
06007001601,1420,0,0,06,007001601
06007001602,2517,0,0,06,007001602
06007001702,3014,0,0,06,007001702
06007001703,1459,0,0,06,007001703
06007001704,2131,0,0,06,007001704
06007001800,2320,0,0,06,007001800
06007001900,1466,0,0,06,007001900
06007002000,2272,0,0,06,007002000
06007002100,2156,0,0,06,007002100
06007002200,2718,0,0,06,007002200
06007002300,2214,0,0,06,007002300
06007002401,2554,0,0,06,007002401
06007002402,4729,0,0,06,007002402
06007002500,1907,0,0,06,007002500
06007002601,1192,0,0,06,007002601
06007002602,2258,0,0,06,007002602
06007002700,2438,0,0,06,007002700
06007002800,1696,0,0,06,007002800
06007002900,1090,0,0,06,007002900
06007003001,1241,0,0,06,007003001
06007003002,1589,0,0,06,007003002
06007003100,1885,0,0,06,007003100
06007003200,1685,0,0,06,007003200
06007003300,2802,0,0,06,007003300
06007003400,1173,0,0,06,007003400
06007003501,1509,0,0,06,007003501
06007003502,1790,0,0,06,007003502
06007003600,2408,0,0,06,007003600
06007003700,2108,0,0,06,007003700
06009000121,3284,0,0,06,009000121
06009000122,3091,0,0,06,009000122
06009000123,3333,0,0,06,009000123
06009000124,2261,0,0,06,009000124
06009000220,3652,0,0,06,009000220
06009000221,3597,0,0,06,009000221
06009000222,2342,0,0,06,009000222
06009000301,3145,0,0,06,009000301
06009000302,2457,0,0,06,009000302
06009000400,3962,0,0,06,009000400
06009000501,3791,0,0,06,009000501
06009000504,3695,0,0,06,009000504
06009000505,2238,0,0,06,009000505
06009000506,2205,0,0,06,009000506
06011000100,3528,0,0,06,011000100
06011000200,2308,0,0,06,011000200
06011000301,1597,0,0,06,011000301
06011000302,1881,0,0,06,011000302
06011000400,4100,0,0,06,011000400
06011000500,1353,0,0,06,011000500
06013301000,3363,0,0,06,013301000
06013302005,1887,0,0,06,013302005
06013302006,1342,0,0,06,013302006
06013302007,2504,0,0,06,013302007
06013302009,2381,0,0,06,013302009
06013302011,2085,0,0,06,013302011
06013302012,1517,0,0,06,013302012
06013302013,1122,0,0,06,013302013
06013302014,2369,0,0,06,013302014
06013303104,2048,0,0,06,013303104
06013303105,924,0,0,06,013303105
06013303106,2286,0,0,06,013303106
06013303107,2249,0,0,06,013303107
06013303202,2877,0,0,06,013303202
06013303204,1478,0,0,06,013303204
06013303206,1367,0,0,06,013303206
06013303207,2231,0,0,06,013303207
06013303208,1582,0,0,06,013303208
06013303209,1415,0,0,06,013303209
06013303210,2129,0,0,06,013303210
06013303211,1621,0,0,06,013303211
06013304001,2581,0,0,06,013304001
06013304002,654,0,0,06,013304002
06013304003,1856,0,0,06,013304003
06013304004,1837,0,0,06,013304004
06013304006,1423,0,0,06,013304006
06013304007,1464,0,0,06,013304007
06013305000,1921,0,0,06,013305000
06013306002,1245,0,0,06,013306002
06013306003,1595,0,0,06,013306003
06013306004,963,0,0,06,013306004
06013307101,1382,0,0,06,013307101
06013307102,1447,0,0,06,013307102
06013307201,648,0,0,06,013307201
06013307202,777,0,0,06,013307202
06013307204,1422,0,0,06,013307204
06013307205,1772,0,0,06,013307205
06013308001,2681,0,0,06,013308001
06013308002,1795,0,0,06,013308002
06013309000,1284,0,0,06,013309000
06013310000,1634,0,0,06,013310000
06013311000,1377,0,0,06,013311000
06013312000,732,0,0,06,013312000
06013313102,1056,0,0,06,013313102
06013313104,676,0,0,06,013313104
06013313105,1193,0,0,06,013313105
06013313106,1340,0,0,06,013313106
06013313107,953,0,0,06,013313107
06013313203,1101,0,0,06,013313203
06013313204,1454,0,0,06,013313204
06013313205,571,0,0,06,013313205
06013313206,1446,0,0,06,013313206
06013314102,1512,0,0,06,013314102
06013314103,1076,0,0,06,013314103
06013314105,878,0,0,06,013314105
06013314106,715,0,0,06,013314106
06013314200,1544,0,0,06,013314200
06013315000,1755,0,0,06,013315000
06013316000,397,0,0,06,013316000
06013317000,737,0,0,06,013317000
06013318000,1355,0,0,06,013318000
06013319001,1198,0,0,06,013319001
06013319002,1576,0,0,06,013319002
06013320001,1393,0,0,06,013320001
06013320003,983,0,0,06,013320003
06013320004,2484,0,0,06,013320004
06013321101,2343,0,0,06,013321101
06013321102,2924,0,0,06,013321102
06013321103,1787,0,0,06,013321103
06013321200,1537,0,0,06,013321200
06013322000,2400,0,0,06,013322000
06013323000,1715,0,0,06,013323000
06013324002,1436,0,0,06,013324002
06013324003,210,0,0,06,013324003
06013324004,730,0,0,06,013324004
06013325000,1868,0,0,06,013325000
06013326000,1327,0,0,06,013326000
06013327001,747,0,0,06,013327001
06013327002,1243,0,0,06,013327002
06013328000,427,0,0,06,013328000
06013329000,2127,0,0,06,013329000
06013330000,2061,0,0,06,013330000
06013331000,2349,0,0,06,013331000
06013332000,2702,0,0,06,013332000
06013333101,1360,0,0,06,013333101
06013333102,1278,0,0,06,013333102
06013333200,2058,0,0,06,013333200
06013334001,1170,0,0,06,013334001
06013334006,1807,0,0,06,013334006
06013334007,1055,0,0,06,013334007
06013334008,1055,0,0,06,013334008
06013334200,2558,0,0,06,013334200
06013335000,1274,0,0,06,013335000
06013336101,466,0,0,06,013336101
06013336103,463,0,0,06,013336103
06013336104,266,0,0,06,013336104
06013336201,986,0,0,06,013336201
06013336202,501,0,0,06,013336202
06013337100,1143,0,0,06,013337100
06013337201,927,0,0,06,013337201
06013337202,1121,0,0,06,013337202
06013337300,2109,0,0,06,013337300
06013338101,1222,0,0,06,013338101
06013338102,1360,0,0,06,013338102
06013338201,1566,0,0,06,013338201
06013338203,1256,0,0,06,013338203
06013338204,2558,0,0,06,013338204
06013338301,1103,0,0,06,013338301
06013338302,2183,0,0,06,013338302
06013339001,318,0,0,06,013339001
06013339003,722,0,0,06,013339003
06013339004,633,0,0,06,013339004
06013340001,1984,0,0,06,013340001
06013340003,1475,0,0,06,013340003
06013340004,1613,0,0,06,013340004
06013341000,1682,0,0,06,013341000
06013343001,1382,0,0,06,013343001
06013343002,1596,0,0,06,013343002
06013343003,1420,0,0,06,013343003
06013345101,1864,0,0,06,013345101
06013345102,1383,0,0,06,013345102
06013345103,1779,0,0,06,013345103
06013345105,2205,0,0,06,013345105
06013345111,1516,0,0,06,013345111
06013345112,2258,0,0,06,013345112
06013345113,1682,0,0,06,013345113
06013345114,2847,0,0,06,013345114
06013345115,1997,0,0,06,013345115
06013345116,971,0,0,06,013345116
06013345117,1576,0,0,06,013345117
06013345118,1487,0,0,06,013345118
06013345203,2894,0,0,06,013345203
06013345204,1438,0,0,06,013345204
06013345205,1583,0,0,06,013345205
06013345206,1262,0,0,06,013345206
06013346101,1399,0,0,06,013346101
06013346102,2131,0,0,06,013346102
06013346203,1525,0,0,06,013346203
06013346204,2718,0,0,06,013346204
06013346205,1571,0,0,06,013346205
06013346206,1284,0,0,06,013346206
06013347000,2383,0,0,06,013347000
06013348000,1847,0,0,06,013348000
06013349000,1702,0,0,06,013349000
06013350000,1915,0,0,06,013350000
06013351101,999,0,0,06,013351101
06013351103,938,0,0,06,013351103
06013351104,455,0,0,06,013351104
06013351105,336,0,0,06,013351105
06013351200,2304,0,0,06,013351200
06013352101,1041,0,0,06,013352101
06013352102,2006,0,0,06,013352102
06013352201,2060,0,0,06,013352201
06013352202,1353,0,0,06,013352202
06013353001,1831,0,0,06,013353001
06013353002,1602,0,0,06,013353002
06013354001,879,0,0,06,013354001
06013354002,2824,0,0,06,013354002
06013355107,1860,0,0,06,013355107
06013355109,2212,0,0,06,013355109
06013355110,1279,0,0,06,013355110
06013355111,1901,0,0,06,013355111
06013355112,2672,0,0,06,013355112
06013355113,1925,0,0,06,013355113
06013355115,2051,0,0,06,013355115
06013355118,1304,0,0,06,013355118
06013355119,1332,0,0,06,013355119
06013355120,1223,0,0,06,013355120
06013355121,2288,0,0,06,013355121
06013355122,1417,0,0,06,013355122
06013355123,816,0,0,06,013355123
06013355124,1247,0,0,06,013355124
06013355125,981,0,0,06,013355125
06013355126,1524,0,0,06,013355126
06013355201,2426,0,0,06,013355201
06013355202,1126,0,0,06,013355202
06013355302,1310,0,0,06,013355302
06013355306,2007,0,0,06,013355306
06013355307,1715,0,0,06,013355307
06013355308,1421,0,0,06,013355308
06013355309,1710,0,0,06,013355309
06013355310,1300,0,0,06,013355310
06013356001,1187,0,0,06,013356001
06013356002,2158,0,0,06,013356002
06013357000,1381,0,0,06,013357000
06013358000,1741,0,0,06,013358000
06013359102,1683,0,0,06,013359102
06013359103,1804,0,0,06,013359103
06013359104,852,0,0,06,013359104
06013359105,1663,0,0,06,013359105
06013359202,2223,0,0,06,013359202
06013359203,2334,0,0,06,013359203
06013359204,1493,0,0,06,013359204
06013360101,1836,0,0,06,013360101
06013360102,1619,0,0,06,013360102
06013360200,1456,0,0,06,013360200
06013361000,1615,0,0,06,013361000
06013362000,1242,0,0,06,013362000
06013363000,2498,0,0,06,013363000
06013364002,1639,0,0,06,013364002
06013365002,1568,0,0,06,013365002
06013365003,923,0,0,06,013365003
06013366001,1154,0,0,06,013366001
06013366002,1461,0,0,06,013366002
06013367100,1292,0,0,06,013367100
06013367200,1368,0,0,06,013367200
06013368001,1156,0,0,06,013368001
06013368002,754,0,0,06,013368002
06013369001,1122,0,0,06,013369001
06013369002,1014,0,0,06,013369002
06013370000,1113,0,0,06,013370000
06013371000,1776,0,0,06,013371000
06013372000,2195,0,0,06,013372000
06013373000,956,0,0,06,013373000
06013374000,1409,0,0,06,013374000
06013375000,919,0,0,06,013375000
06013376000,1502,0,0,06,013376000
06013377000,1232,0,0,06,013377000
06013378000,1908,0,0,06,013378000
06013379000,1755,0,0,06,013379000
06013380001,1532,0,0,06,013380001
06013380002,1286,0,0,06,013380002
06013381000,1805,0,0,06,013381000
06013382000,1635,0,0,06,013382000
06013383000,1696,0,0,06,013383000
06013384000,1750,0,0,06,013384000
06013385100,1274,0,0,06,013385100
06013385200,600,0,0,06,013385200
06013386000,816,0,0,06,013386000
06013387000,851,0,0,06,013387000
06013388000,890,0,0,06,013388000
06013389100,697,0,0,06,013389100
06013389200,316,0,0,06,013389200
06013390100,986,0,0,06,013390100
06013390200,811,0,0,06,013390200
06013391000,1124,0,0,06,013391000
06013392000,1155,0,0,06,013392000
06013392201,1611,0,0,06,013392201
06013392202,1270,0,0,06,013392202
06013392300,1086,0,0,06,013392300
06013980000,1,0,0,06,013980000
06013990000,6,0,0,06,013990000
06015000101,1333,0,0,06,015000101
06015000102,2479,0,0,06,015000102
06015000104,522,0,0,06,015000104
06015000106,1867,0,0,06,015000106
06015000107,1419,0,0,06,015000107
06015000201,3465,0,0,06,015000201
06015000202,3677,0,0,06,015000202
06015000203,1367,0,0,06,015000203
06017030201,1694,0,0,06,017030201
06017030202,1268,0,0,06,017030202
06017030301,1549,0,0,06,017030301
06017030302,2132,0,0,06,017030302
06017030402,2616,0,0,06,017030402
06017030403,2063,0,0,06,017030403
06017030404,1619,0,0,06,017030404
06017030502,3807,0,0,06,017030502
06017030504,3408,0,0,06,017030504
06017030506,1299,0,0,06,017030506
06017030507,2682,0,0,06,017030507
06017030601,3140,0,0,06,017030601
06017030603,4131,0,0,06,017030603
06017030604,973,0,0,06,017030604
06017030605,1015,0,0,06,017030605
06017030606,2523,0,0,06,017030606
06017030701,2427,0,0,06,017030701
06017030706,2689,0,0,06,017030706
06017030709,2117,0,0,06,017030709
06017030710,2555,0,0,06,017030710
06017030711,3479,0,0,06,017030711
06017030712,2138,0,0,06,017030712
06017030801,1896,0,0,06,017030801
06017030804,3001,0,0,06,017030804
06017030807,1535,0,0,06,017030807
06017030808,2718,0,0,06,017030808
06017030809,997,0,0,06,017030809
06017030810,1358,0,0,06,017030810
06017030811,594,0,0,06,017030811
06017030812,2280,0,0,06,017030812
06017030901,1611,0,0,06,017030901
06017030902,2180,0,0,06,017030902
06017031000,2576,0,0,06,017031000
06017031100,2462,0,0,06,017031100
06017031200,2723,0,0,06,017031200
06017031301,1821,0,0,06,017031301
06017031302,2554,0,0,06,017031302
06017031404,1118,0,0,06,017031404
06017031405,1470,0,0,06,017031405
06017031406,3279,0,0,06,017031406
06017031407,1001,0,0,06,017031407
06017031408,1437,0,0,06,017031408
06017031409,3184,0,0,06,017031409
06017031503,1503,0,0,06,017031503
06017031504,2651,0,0,06,017031504
06017031505,1615,0,0,06,017031505
06017031506,1273,0,0,06,017031506
06017031601,1188,0,0,06,017031601
06017031602,1723,0,0,06,017031602
06017031700,1361,0,0,06,017031700
06017031800,2584,0,0,06,017031800
06017031900,1708,0,0,06,017031900
06017032001,1709,0,0,06,017032001
06017032002,2658,0,0,06,017032002
06017990000,1,0,0,06,017990000
06019000100,275,0,0,06,019000100
06019000200,711,0,0,06,019000200
06019000300,1060,0,0,06,019000300
06019000400,1703,0,0,06,019000400
06019000501,444,0,0,06,019000501
06019000502,774,0,0,06,019000502
06019000601,844,0,0,06,019000601
06019000602,554,0,0,06,019000602
06019000701,661,0,0,06,019000701
06019000702,771,0,0,06,019000702
06019000901,504,0,0,06,019000901
06019000902,836,0,0,06,019000902
06019001000,995,0,0,06,019001000
06019001100,1153,0,0,06,019001100
06019001201,1599,0,0,06,019001201
06019001202,958,0,0,06,019001202
06019001301,1382,0,0,06,019001301
06019001303,477,0,0,06,019001303
06019001304,669,0,0,06,019001304
06019001407,825,0,0,06,019001407
06019001408,374,0,0,06,019001408
